      5,594,419  GC Heap bytes
         63,830  GC Heap objects

   Object Bytes     Count  Type
             24         7  System.Diagnostics.Tracing.TraceLoggingEventHandleTable  [System.Private.CoreLib.dll]
             24         7  System.Windows.Threading.PriorityChain<System.Windows.Threading.DispatcherOperation>[]  [WindowsBase.dll]
             24         6  Windows.Win32.UI.HiDpi.DPI_AWARENESS_CONTEXT  [System.Windows.Forms.Primitives.dll]
             24         6  ResourceManagerMediator  [System.Private.CoreLib.dll]
             24         6  System.Resources.ManifestBasedResourceGroveler  [System.Private.CoreLib.dll]
             24         6  System.Xaml.XamlSchemaContextSettings  [System.Xaml.dll]
             24         6  System.Windows.Baml2006.KeyRecord[]  [PresentationFramework.dll]
             24         6  System.Windows.FontWeight  [PresentationCore.dll]
             24         6  System.Windows.Media.PenLineCap  [PresentationCore.dll]
             24         5  System.DateTime  [System.Private.CoreLib.dll]
             24         5  System.Collections.Comparer  [System.Private.CoreLib.dll]
             24         5  []c  [SwitchBlade.dll]
             24         5  System.Nullable<System.Boolean>  [System.Private.CoreLib.dll]
             24         5  System.LocalDataStoreSlot  [System.Private.CoreLib.dll]
             24         5  []c  [WindowsBase.dll]
             24         5  Plane  [PresentationCore.dll]
             24         5  ThreadLocalNodeFinalizationHelper  [System.Private.CoreLib.dll]
             24         5  BamlAssembly[]  [PresentationFramework.dll]
             24         5  System.Collections.ObjectModel.ReadOnlyCollection<System.Reflection.Assembly>  [System.Private.CoreLib.dll]
             24         5  Microsoft.Extensions.DependencyInjection.ServiceLookup.ServiceCallSite[]  [Microsoft.Extensions.DependencyInjection.dll]
             24         5  System.WeakReference<System.Windows.Forms.NativeWindow>  [System.Private.CoreLib.dll]
             24         5  MS.Internal.SecurityCriticalDataClass<System.Windows.Input.InputManager>  [WindowsBase.dll]
             24         5  System.Windows.TextTrimming  [PresentationCore.dll]
             24         5  XmlNsDefinition[]  [System.Xaml.dll]
             24         5  System.Windows.Automation.AutomationElement[]  [UIAutomationClient.dll]
             24         4  System.Runtime.InteropServices.OSPlatform  [System.Private.CoreLib.dll]
             24         4  []c  [System.Xaml.dll]
             24         4  System.Windows.Media.FillRule  [PresentationCore.dll]
             24         4  System.Windows.Input.CommandBindingCollection  [PresentationCore.dll]
             24         4  System.Reflection.Assembly[]  [System.Private.CoreLib.dll]
             24         4  SystemEventInvokeInfo[]  [Microsoft.Win32.SystemEvents.dll]
             24         4  System.WeakReference<System.Windows.Forms.ToolTip>  [System.Private.CoreLib.dll]
             24         4  System.Windows.TextWrapping  [PresentationCore.dll]
             24         4  System.Windows.Automation.IsOffscreenBehavior  [PresentationCore.dll]
             24         4  System.ComponentModel.BooleanConverter  [System.ComponentModel.TypeConverter.dll]
             24         4  MS.Internal.SecurityCriticalDataClass<System.Windows.Input.IInputProvider>  [WindowsBase.dll]
             24         4  MS.Internal.SecurityCriticalDataClass<System.Windows.Input.InputProviderSite>  [WindowsBase.dll]
             24         4  MS.Internal.SecurityCriticalDataClass<System.Windows.Interop.HwndSource>  [WindowsBase.dll]
             24         3  System.Threading.AutoResetEvent  [System.Private.CoreLib.dll]
             24         3  System.Windows.WindowCollection  [PresentationFramework.dll]
             24         3  System.Collections.ObjectModel.ReadOnlyCollection<System.String>  [System.Private.CoreLib.dll]
             24         3  System.Collections.ObjectModel.ReadOnlyCollection<System.Xaml.XamlType>  [System.Private.CoreLib.dll]
             24         3  MS.Internal.SecurityCriticalData<System.IntPtr>  [WindowsBase.dll]
             24         3  System.Windows.Automation.TreeWalker  [UIAutomationClient.dll]
             24         3  System.Text.EncoderReplacementFallback  [System.Private.CoreLib.dll]
             24         3  System.Text.DecoderReplacementFallback  [System.Private.CoreLib.dll]
             24         3  Microsoft.Extensions.DependencyInjection.ServiceLookup.StackGuard  [Microsoft.Extensions.DependencyInjection.dll]
             24         3  System.Xaml.XamlWriter[]  [System.Xaml.dll]
             24         3  RefCount  [PresentationFramework.dll]
             24         3  System.WeakReference<System.Windows.Forms.ToolStripControlHost>  [System.Private.CoreLib.dll]
             24         3  SwitchBlade.Contracts.IWindowProvider[]  [SwitchBlade.Contracts.dll]
             24         3  SwitchBlade.Contracts.PluginSettingsService  [SwitchBlade.Contracts.dll]
             24         3  System.Windows.ResizeMode  [PresentationFramework.dll]
             24         3  System.Windows.Controls.Primitives.PlacementMode  [PresentationFramework.dll]
             24         3  System.Windows.Media.NumberCultureSource  [PresentationCore.dll]
             24         3  System.Windows.Media.NumberSubstitutionMethod  [PresentationCore.dll]
             24         3  System.Windows.FontStyle  [PresentationCore.dll]
             24         3  System.Windows.Controls.PanningMode  [PresentationFramework.dll]
             24         3  System.Windows.Controls.VirtualizationCacheLengthUnit  [PresentationFramework.dll]
             24         3  System.ComponentModel.DoubleConverter  [System.ComponentModel.TypeConverter.dll]
             24         3  System.SerializableAttribute  [System.Private.CoreLib.dll]
             24         3  System.Runtime.CompilerServices.TypeForwardedFromAttribute  [System.Private.CoreLib.dll]
             24         3  KeyCollection  [System.Private.CoreLib.dll]
             24         3  HandlerSink[]  [PresentationCore.dll]
             24         2  System.Threading.AsyncLocal<System.Globalization.CultureInfo>  [System.Private.CoreLib.dll]
             24         2  OrdinalComparer  [System.Private.CoreLib.dll]
             24         2  Internal.Win32.RegistryKey  [System.Private.CoreLib.dll]
             24         2  ItemInfoEqualityComparer  [PresentationFramework.dll]
             24         2  System.Nullable<MS.Win32.NativeMethods+PROCESS_DPI_AWARENESS>  [System.Private.CoreLib.dll]
             24         2  []c  [PresentationCore.dll]
             24         2  System.Configuration.DefaultValidator  [System.Configuration.ConfigurationManager.dll]
             24         2  System.Configuration.OverrideModeSetting  [System.Configuration.ConfigurationManager.dll]
             24         2  System.Drawing.Point  [System.Drawing.Primitives.dll]
             24         2  Windows.Win32.Foundation.BOOL  [System.Private.Windows.Core.dll]
             24         2  System.Text.Unicode.UnicodeRange  [System.Text.Encodings.Web.dll]
             24         2  System.Text.Encodings.Web.DefaultJavaScriptEncoder  [System.Text.Encodings.Web.dll]
             24         2  BoolCondition  [UIAutomationClient.dll]
             24         2  _SystemParameterBoundProperty[]  [PresentationFramework.dll]
             24         2  PushType[]  [PresentationCore.dll]
             24         2  System.Func<System.Diagnostics.Tracing.EventSource>[]  [System.Private.CoreLib.dll]
             24         2  Microsoft.Extensions.DependencyInjection.ServiceDescriptor[]  [Microsoft.Extensions.DependencyInjection.Abstractions.dll]
             24         2  System.WeakReference<Microsoft.Extensions.DependencyInjection.ServiceProvider>[]  [System.Private.CoreLib.dll]
             24         2  ValidatedPartUri[]  [System.IO.Packaging.dll]
             24         2  System.IO.Packaging.PackagePart[]  [System.IO.Packaging.dll]
             24         2  WeakComparer  [WindowsBase.dll]
             24         2  System.Windows.Threading.DispatcherTimer[]  [WindowsBase.dll]
             24         2  System.Windows.ResourceDictionary[]  [PresentationFramework.dll]
             24         2  System.Xaml.MS.Impl.FrugalObjectList<System.String>  [System.Xaml.dll]
             24         2  ValueCollection  [System.Private.CoreLib.dll]
             24         2  SwitchBlade.Services.ThemeInfo[]  [SwitchBlade.dll]
             24         2  System.WeakReference<System.Windows.Forms.ToolStrip>[]  [System.Private.CoreLib.dll]
             24         2  System.WeakReference<System.Windows.Forms.IKeyboardToolTip>  [System.Private.CoreLib.dll]
             24         2  System.WeakReference<System.Drawing.Font>  [System.Private.CoreLib.dll]
             24         2  System.Windows.WindowStyle  [PresentationFramework.dll]
             24         2  System.Windows.WindowState  [PresentationFramework.dll]
             24         2  System.Windows.FlowDirection  [PresentationCore.dll]
             24         2  MS.Internal.Data.DataBindOperation[]  [PresentationFramework.dll]
             24         2  System.Windows.WrapDirection  [PresentationFramework.dll]
             24         2  System.Windows.Controls.VirtualizationMode  [PresentationFramework.dll]
             24         2  System.Windows.Controls.ScrollUnit  [PresentationFramework.dll]
             24         2  System.Windows.Automation.AutomationHeadingLevel  [PresentationCore.dll]
             24         2  System.Windows.Media.PenLineJoin  [PresentationCore.dll]
             24         2  System.Collections.Generic.KeyValuePair<Standard.WM,Standard.MessageHandler>[]  [System.Private.CoreLib.dll]
             24         2  MS.Internal.SecurityCriticalDataClass<MS.Win32.HwndWrapper>  [WindowsBase.dll]
             24         2  System.ComponentModel.Int32Converter  [System.ComponentModel.TypeConverter.dll]
             24         2  HwndDpiInfo[]  [PresentationCore.dll]
             24         2  System.Windows.Baml2006.ThemeKnownTypeHelper[]  [PresentationFramework.dll]
             24         2  System.Windows.Controls.ClickMode  [PresentationFramework.dll]
             24         2  System.Windows.Controls.StretchDirection  [PresentationFramework.dll]
             24         2  System.Windows.ThicknessConverter  [PresentationFramework.dll]
             24         2  System.Windows.PropertyPathConverter  [PresentationFramework.dll]
             24         2  SimpleMonitor  [PresentationFramework.dll]
             24         2  System.Windows.Input.TabletDevice[]  [PresentationCore.dll]
             24         2  System.Runtime.CompilerServices.IsReadOnlyAttribute  [System.Private.CoreLib.dll]
             24         2  System.Windows.LengthConverter  [PresentationFramework.dll]
             24         2  System.Windows.UIElement[]  [PresentationCore.dll]
             24         2  MS.Internal.SecurityCriticalDataClass<MS.Win32.UnsafeNativeMethods+ITfThreadMgr>  [WindowsBase.dll]
             24         1  MS.Internal.Text.TextInterface.FontFileLoader  [DirectWriteForwarder.dll]
             24         1  System.Reflection.CerHashtable<System.Reflection.RuntimeMethodInfo,System.Reflection.RuntimeMethodInfo>  [System.Private.CoreLib.dll]
             24         1  System.DefaultBinder  [System.Private.CoreLib.dll]
             24         1  System.Reflection.Missing  [System.Private.CoreLib.dll]
             24         1  System.DBNull  [System.Private.CoreLib.dll]
             24         1  System.EventArgs  [System.Private.CoreLib.dll]
             24         1  System.OrdinalCaseSensitiveComparer  [System.Private.CoreLib.dll]
             24         1  System.OrdinalIgnoreCaseComparer  [System.Private.CoreLib.dll]
             24         1  SystemTimeProvider  [System.Private.CoreLib.dll]
             24         1  System.Resources.FastResourceComparer  [System.Private.CoreLib.dll]
             24         1  EmptyAsyncLocalValueMap  [System.Private.CoreLib.dll]
             24         1  System.Int64  [System.Private.CoreLib.dll]
             24         1  System.Threading.Tasks.ThreadPoolTaskScheduler  [System.Private.CoreLib.dll]
             24         1  System.Text.DecoderExceptionFallback  [System.Private.CoreLib.dll]
             24         1  System.Text.EncoderExceptionFallback  [System.Private.CoreLib.dll]
             24         1  System.WeakReference<System.Runtime.Loader.AssemblyLoadContext>  [System.Private.CoreLib.dll]
             24         1  System.Reflection.Metadata.TypeNameParseOptions  [System.Private.CoreLib.dll]
             24         1  NullStream  [System.Private.CoreLib.dll]
             24         1  System.Collections.Generic.ReferenceEqualityComparer  [System.Private.CoreLib.dll]
             24         1  OrdinalIgnoreCaseComparer  [System.Private.CoreLib.dll]
             24         1  SwitchBlade.Core.Logger  [SwitchBlade.dll]
             24         1  WeakKeyComparer  [PresentationFramework.dll]
             24         1  MS.Internal.Controls.EmptyEnumerable  [PresentationFramework.dll]
             24         1  MS.Internal.Controls.EmptyEnumerator  [PresentationFramework.dll]
             24         1  MS.Utility.FrugalStructList<System.Windows.ContainerDependent>  [WindowsBase.dll]
             24         1  System.Windows.SystemResourceHost  [PresentationFramework.dll]
             24         1  System.Collections.ObjectModel.ReadOnlyCollection<System.Windows.Diagnostics.ResourceDictionaryInfo>  [System.Private.CoreLib.dll]
             24         1  System.WeakReference<System.Windows.Data.BindingGroup>  [System.Private.CoreLib.dll]
             24         1  System.ComponentModel.CurrentChangingEventArgs  [WindowsBase.dll]
             24         1  MS.Internal.SecurityCriticalDataForSet<System.Nullable<System.Boolean>>  [WindowsBase.dll]
             24         1  DefaultSelector  [PresentationFramework.dll]
             24         1  MS.Internal.SystemXmlExtension  [PresentationFramework-SystemXml.dll]
             24         1  System.Diagnostics.PresentationTraceLevel  [WindowsBase.dll]
             24         1  MS.Internal.ComponentModel.AttachedPropertyMethodSelector  [WindowsBase.dll]
             24         1  MS.Internal.ClassificationUtility  [PresentationCore.dll]
             24         1  MS.Internal.Text.TextInterface.FontCollection  [DirectWriteForwarder.dll]
             24         1  System.Net.Cache.RequestCachePolicy  [System.Net.Primitives.dll]
             24         1  System.IO.Packaging.PackWebRequestFactory  [PresentationCore.dll]
             24         1  MS.Internal.SecurityCriticalDataForSet<System.Uri>  [WindowsBase.dll]
             24         1  System.Windows.Input.KeyGestureConverter  [PresentationCore.dll]
             24         1  System.Windows.Input.KeyConverter  [WindowsBase.dll]
             24         1  System.Windows.Input.ModifierKeysConverter  [WindowsBase.dll]
             24         1  System.Windows.Media.EdgeMode  [PresentationCore.dll]
             24         1  System.Windows.Media.BitmapScalingMode  [PresentationCore.dll]
             24         1  System.Windows.Media.ClearTypeHint  [PresentationCore.dll]
             24         1  System.Windows.Media.TextRenderingMode  [PresentationCore.dll]
             24         1  System.Windows.Media.TextHintingMode  [PresentationCore.dll]
             24         1  Resource  [PresentationCore.dll]
             24         1  ResourceHandle  [PresentationCore.dll]
             24         1  <CppImplementationDetails>.BASESCRIPT_CONTROL$$BY0A@E  [DirectWriteForwarder.dll]
             24         1  <CppImplementationDetails>.KERN_PAIR_CONTROL$$BY0A@E  [DirectWriteForwarder.dll]
             24         1  <CppImplementationDetails>.DIRECTORY_CONTROL$$BY0A@E  [DirectWriteForwarder.dll]
             24         1  <CppImplementationDetails>.OFFSET_TABLE_CONTROL$$BY0A@E  [DirectWriteForwarder.dll]
             24         1  <CppImplementationDetails>.GSUBHEADER_CONTROL$$BY0A@E  [DirectWriteForwarder.dll]
             24         1  <CppImplementationDetails>.INDEXSUBTABLE4_CONTROL$$BY0A@E  [DirectWriteForwarder.dll]
             24         1  <CppImplementationDetails>.GSUBSUBCLASSRULE_CONTROL$$BY0A@E  [DirectWriteForwarder.dll]
             24         1  <CppImplementationDetails>.GSUBSUBRULE_CONTROL$$BY0A@E  [DirectWriteForwarder.dll]
             24         1  <CppImplementationDetails>.GSUBLOOKUP_CONTROL$$BY0A@E  [DirectWriteForwarder.dll]
             24         1  <CppImplementationDetails>.DTTF_HEADER_CONTROL$$BY0A@E  [DirectWriteForwarder.dll]
             24         1  <CppImplementationDetails>.HDMX_CONTROL$$BY0A@E  [DirectWriteForwarder.dll]
             24         1  <CppImplementationDetails>.LONG_CONTROL$$BY0A@E  [DirectWriteForwarder.dll]
             24         1  <CppImplementationDetails>.GSUBSUBSTLOOKUPRECORD_CONTROL$$BY0A@E  [DirectWriteForwarder.dll]
             24         1  <CppImplementationDetails>.BASESCRIPTRECORD_CONTROL$$BY0A@E  [DirectWriteForwarder.dll]
             24         1  <CppImplementationDetails>.EBDTCOMPONENT_CONTROL$$BY0A@E  [DirectWriteForwarder.dll]
             24         1  <CppImplementationDetails>.GSUBSUBCLASSSET_CONTROL$$BY0A@E  [DirectWriteForwarder.dll]
             24         1  <CppImplementationDetails>.VDMX_CONTROL$$BY0A@E  [DirectWriteForwarder.dll]
             24         1  <CppImplementationDetails>.GSUBLIGATURE_CONTROL$$BY0A@E  [DirectWriteForwarder.dll]
             24         1  <CppImplementationDetails>.EBDTHEADER_CONTROL$$BY0A@E  [DirectWriteForwarder.dll]
             24         1  <CppImplementationDetails>.JSTFEXTENDERGLYPH_CONTROL$$BY0A@E  [DirectWriteForwarder.dll]
             24         1  <CppImplementationDetails>.BASEMINMAX_CONTROL$$BY0A@E  [DirectWriteForwarder.dll]
             24         1  <CppImplementationDetails>.XSB_CONTROL$$BY0A@E  [DirectWriteForwarder.dll]
             24         1  <CppImplementationDetails>.TTC_HEADER_CONTROL$$BY0A@E  [DirectWriteForwarder.dll]
             24         1  <CppImplementationDetails>.WORD_CONTROL$$BY0A@E  [DirectWriteForwarder.dll]
             24         1  <CppImplementationDetails>.COMPOSITE_GLYPH_CONTROL$$BY0A@E  [DirectWriteForwarder.dll]
             24         1  <CppImplementationDetails>.INDEXSUBTABLE1_CONTROL$$BY0A@E  [DirectWriteForwarder.dll]
             24         1  <CppImplementationDetails>.GSUBCONTEXTSUBSTFORMAT1_CONTROL$$BY0A@E  [DirectWriteForwarder.dll]
             24         1  <CppImplementationDetails>.CMAP_FORMAT0_CONTROL$$BY0A@E  [DirectWriteForwarder.dll]
             24         1  <CppImplementationDetails>.BASECOORDFORMAT2_CONTROL$$BY0A@E  [DirectWriteForwarder.dll]
             24         1  <CppImplementationDetails>.GSUBLIGATURESUBSTFORMAT1_CONTROL$$BY0A@E  [DirectWriteForwarder.dll]
             24         1  <CppImplementationDetails>.GSUBFEATURE_CONTROL$$BY0A@E  [DirectWriteForwarder.dll]
             24         1  <CppImplementationDetails>.SMALLGLYPHMETRICS_CONTROL$$BY0A@E  [DirectWriteForwarder.dll]
             24         1  <CppImplementationDetails>.CMAP_HEADER_CONTROL$$BY0A@E  [DirectWriteForwarder.dll]
             24         1  <CppImplementationDetails>.LTSH_CONTROL$$BY0A@E  [DirectWriteForwarder.dll]
             24         1  <CppImplementationDetails>.NAME_HEADER_CONTROL$$BY0A@E  [DirectWriteForwarder.dll]
             24         1  <CppImplementationDetails>.DIRECTORY_NO_XLATE_CONTROL$$BY0A@E  [DirectWriteForwarder.dll]
             24         1  <CppImplementationDetails>.GSUBSEQUENCE_CONTROL$$BY0A@E  [DirectWriteForwarder.dll]
             24         1  <CppImplementationDetails>.GSUBCOVERAGEFORMAT1_CONTROL$$BY0A@E  [DirectWriteForwarder.dll]
             24         1  <CppImplementationDetails>.CMAP_TABLELOC_CONTROL$$BY0A@E  [DirectWriteForwarder.dll]
             24         1  <CppImplementationDetails>.TSB_CONTROL$$BY0A@E  [DirectWriteForwarder.dll]
             24         1  <CppImplementationDetails>.BASELANGSYSRECORD_CONTROL$$BY0A@E  [DirectWriteForwarder.dll]
             24         1  <CppImplementationDetails>.HDMX_DEVICE_REC_CONTROL$$BY0A@E  [DirectWriteForwarder.dll]
             24         1  <CppImplementationDetails>.LONGHORMETRIC_CONTROL$$BY0A@E  [DirectWriteForwarder.dll]
             24         1  <CppImplementationDetails>.MORTBINSRCHHEADER_CONTROL$$BY0A@E  [DirectWriteForwarder.dll]
             24         1  <CppImplementationDetails>.BASEVALUES_CONTROL$$BY0A@E  [DirectWriteForwarder.dll]
             24         1  <CppImplementationDetails>.GSUBLOOKUPLIST_CONTROL$$BY0A@E  [DirectWriteForwarder.dll]
             24         1  <CppImplementationDetails>.EBDTFORMAT8SIZE_CONTROL$$BY0A@E  [DirectWriteForwarder.dll]
             24         1  <CppImplementationDetails>.GSUBCONTEXTSUBSTFORMAT3_CONTROL$$BY0A@E  [DirectWriteForwarder.dll]
             24         1  <CppImplementationDetails>.INDEXSUBTABLEARRAY_CONTROL$$BY0A@E  [DirectWriteForwarder.dll]
             24         1  <CppImplementationDetails>.GSUBCONTEXTSUBSTFORMAT2_CONTROL$$BY0A@E  [DirectWriteForwarder.dll]
             24         1  <CppImplementationDetails>.GLYF_HEADER_CONTROL$$BY0A@E  [DirectWriteForwarder.dll]
             24         1  <CppImplementationDetails>.JSTFHEADER_CONTROL$$BY0A@E  [DirectWriteForwarder.dll]
             24         1  <CppImplementationDetails>.LSB_CONTROL$$BY0A@E  [DirectWriteForwarder.dll]
             24         1  <CppImplementationDetails>.FORMAT4_SEGMENTS_CONTROL$$BY0A@E  [DirectWriteForwarder.dll]
             24         1  <CppImplementationDetails>.VDMXRATIO_CONTROL$$BY0A@E  [DirectWriteForwarder.dll]
             24         1  <CppImplementationDetails>.EBLCHEADER_CONTROL$$BY0A@E  [DirectWriteForwarder.dll]
             24         1  <CppImplementationDetails>.CMAP_FORMAT4_CONTROL$$BY0A@E  [DirectWriteForwarder.dll]
             24         1  <CppImplementationDetails>.LONGVERMETRIC_CONTROL$$BY0A@E  [DirectWriteForwarder.dll]
             24         1  <CppImplementationDetails>.MORTLOOKUPSINGLE_CONTROL$$BY0A@E  [DirectWriteForwarder.dll]
             24         1  <CppImplementationDetails>.NAME_RECORD_CONTROL$$BY0A@E  [DirectWriteForwarder.dll]
             24         1  <CppImplementationDetails>.GSUBSUBRULESET_CONTROL$$BY0A@E  [DirectWriteForwarder.dll]
             24         1  <CppImplementationDetails>.EBDTHEADERNOXLATENOPAD_CONTROL$$BY0A@E  [DirectWriteForwarder.dll]
             24         1  <CppImplementationDetails>.GSUBALTERNATESET_CONTROL$$BY0A@E  [DirectWriteForwarder.dll]
             24         1  <CppImplementationDetails>.INDEXSUBTABLE3_CONTROL$$BY0A@E  [DirectWriteForwarder.dll]
             24         1  <CppImplementationDetails>.BASEAXIS_CONTROL$$BY0A@E  [DirectWriteForwarder.dll]
             24         1  <CppImplementationDetails>.GSUBSINGLESUBSTFORMAT2_CONTROL$$BY0A@E  [DirectWriteForwarder.dll]
             24         1  <CppImplementationDetails>.VDMXVTABLE_CONTROL$$BY0A@E  [DirectWriteForwarder.dll]
             24         1  <CppImplementationDetails>.SEARCH_PAIRS_CONTROL$$BY0A@E  [DirectWriteForwarder.dll]
             24         1  <CppImplementationDetails>.CMAP_FORMAT6_CONTROL$$BY0A@E  [DirectWriteForwarder.dll]
             24         1  <CppImplementationDetails>.CMAP_SUBHEADER_CONTROL$$BY0A@E  [DirectWriteForwarder.dll]
             24         1  <CppImplementationDetails>.SIMPLE_GLYPH_CONTROL$$BY0A@E  [DirectWriteForwarder.dll]
             24         1  <CppImplementationDetails>.LONGXMETRIC_CONTROL$$BY0A@E  [DirectWriteForwarder.dll]
             24         1  <CppImplementationDetails>.JSTFSCRIPTRECORD_CONTROL$$BY0A@E  [DirectWriteForwarder.dll]
             24         1  <CppImplementationDetails>.BYTE_CONTROL$$BY0A@E  [DirectWriteForwarder.dll]
             24         1  <CppImplementationDetails>.FORMAT12_GROUPS_CONTROL$$BY0A@E  [DirectWriteForwarder.dll]
             24         1  <CppImplementationDetails>.BASESCRIPTLIST_CONTROL$$BY0A@E  [DirectWriteForwarder.dll]
             24         1  <CppImplementationDetails>.BASEHEADER_CONTROL$$BY0A@E  [DirectWriteForwarder.dll]
             24         1  <CppImplementationDetails>.KERN_FORMAT_0_CONTROL$$BY0A@E  [DirectWriteForwarder.dll]
             24         1  <CppImplementationDetails>.JSTFSCRIPT_CONTROL$$BY0A@E  [DirectWriteForwarder.dll]
             24         1  <CppImplementationDetails>.KERN_SUB_HEADER_CONTROL$$BY0A@E  [DirectWriteForwarder.dll]
             24         1  <CppImplementationDetails>.CODEOFFSETPAIR_CONTROL$$BY0A@E  [DirectWriteForwarder.dll]
             24         1  <CppImplementationDetails>.CMAP_FORMAT12_CONTROL$$BY0A@E  [DirectWriteForwarder.dll]
             24         1  <CppImplementationDetails>.VDMXGROUP_CONTROL$$BY0A@E  [DirectWriteForwarder.dll]
             24         1  <CppImplementationDetails>.GSUBMULTIPLESUBSTFORMAT1_CONTROL$$BY0A@E  [DirectWriteForwarder.dll]
             24         1  <CppImplementationDetails>.GSUBLIGATURESET_CONTROL$$BY0A@E  [DirectWriteForwarder.dll]
             24         1  <CppImplementationDetails>.GSUBSINGLESUBSTFORMAT1_CONTROL$$BY0A@E  [DirectWriteForwarder.dll]
             24         1  <CppImplementationDetails>.GSUBFEATURERECORD_CONTROL$$BY0A@E  [DirectWriteForwarder.dll]
             24         1  <CppImplementationDetails>.GSUBFEATURELIST_CONTROL$$BY0A@E  [DirectWriteForwarder.dll]
             24         1  <CppImplementationDetails>.GSUBALTERNATESUBSTFORMAT1_CONTROL$$BY0A@E  [DirectWriteForwarder.dll]
             24         1  <CppImplementationDetails>.GSUBRANGERECORD_CONTROL$$BY0A@E  [DirectWriteForwarder.dll]
             24         1  <CppImplementationDetails>.INDEXSUBHEADER_CONTROL$$BY0A@E  [DirectWriteForwarder.dll]
             24         1  <CppImplementationDetails>.KERN_HEADER_CONTROL$$BY0A@E  [DirectWriteForwarder.dll]
             24         1  <CppImplementationDetails>.GSUBCOVERAGEFORMAT2_CONTROL$$BY0A@E  [DirectWriteForwarder.dll]
             24         1  <CppImplementationDetails>.JSTFLANGSYSRECORD_CONTROL$$BY0A@E  [DirectWriteForwarder.dll]
             24         1  <CppImplementationDetails>.BASEFEATMINMAXRECORD_CONTROL$$BY0A@E  [DirectWriteForwarder.dll]
             24         1  System.ComponentModel.TypeConverterAttribute  [System.ObjectModel.dll]
             24         1  Microsoft.Extensions.DependencyInjection.ServiceProviderOptions  [Microsoft.Extensions.DependencyInjection.dll]
             24         1  Microsoft.Extensions.DependencyInjection.ServiceLookup.CallSiteRuntimeResolver  [Microsoft.Extensions.DependencyInjection.dll]
             24         1  []c  [Microsoft.Extensions.DependencyInjection.dll]
             24         1  System.Globalization.IdnMapping  [System.Private.CoreLib.dll]
             24         1  []c  [System.Private.Uri.dll]
             24         1  System.Configuration.ConfigurationPropertyCollection  [System.Configuration.ConfigurationManager.dll]
             24         1  System.Configuration.ConfigurationElementProperty  [System.Configuration.ConfigurationManager.dll]
             24         1  EmptyCollection  [System.Configuration.ConfigurationManager.dll]
             24         1  System.Configuration.SimpleBitVector32  [System.Configuration.ConfigurationManager.dll]
             24         1  []c  [System.ComponentModel.TypeConverter.dll]
             24         1  WeakKeyComparer  [System.ComponentModel.TypeConverter.dll]
             24         1  Windows.Win32.MessageId  [System.Windows.Forms.Primitives.dll]
             24         1  System.Nullable<System.Windows.Forms.SystemColorMode>  [System.Private.CoreLib.dll]
             24         1  System.Windows.Forms.Layout.ArrangedElementCollection  [System.Windows.Forms.dll]
             24         1  System.Runtime.InteropServices.GCHandle  [System.Private.CoreLib.dll]
             24         1  Windows.Win32.Graphics.Gdi.HMONITOR  [System.Private.Windows.Core.dll]
             24         1  Windows.Win32.System.StationsAndDesktops.HWINSTA  [System.Windows.Forms.Primitives.dll]
             24         1  System.Windows.Forms.Layout.DefaultLayout  [System.Windows.Forms.dll]
             24         1  System.Windows.Forms.Layout.FlowLayout  [System.Windows.Forms.dll]
             24         1  ToolStripDropDownLayoutEngine  [System.Windows.Forms.dll]
             24         1  WinFormsComWrappers  [System.Private.Windows.Core.dll]
             24         1  System.WeakReference<System.Text.Json.JsonSerializerOptions+CachingContext>  [System.Private.CoreLib.dll]
             24         1  EqualityComparer  [System.Text.Json.dll]
             24         1  System.Threading.ManualResetEvent  [System.Private.CoreLib.dll]
             24         1  System.Random  [System.Private.CoreLib.dll]
             24         1  System.Reflection.CustomAttributeRecord[]  [System.Private.CoreLib.dll]
             24         1  System.Text.Json.Serialization.Metadata.PropertyRef[]  [System.Text.Json.dll]
             24         1  EventKey[]  [WindowsBase.dll]
             24         1  System.ComponentModel.SortDescription[]  [WindowsBase.dll]
             24         1  KeyTimeBlock[]  [PresentationCore.dll]
             24         1  System.Reflection.CustomAttributeTypedArgument[]  [System.Private.CoreLib.dll]
             24         1  System.Reflection.CustomAttributeNamedArgument[]  [System.Private.CoreLib.dll]
             24         1  System.Collections.Generic.StringEqualityComparer  [System.Private.CoreLib.dll]
             24         1  System.Threading.Mutex  [System.Private.CoreLib.dll]
             24         1  System.Collections.Generic.ObjectEqualityComparer<System.RuntimeType>  [System.Private.CoreLib.dll]
             24         1  System.WeakReference<Microsoft.Extensions.DependencyInjection.ServiceProvider>  [System.Private.CoreLib.dll]
             24         1  System.Collections.Generic.GenericEqualityComparer<Microsoft.Extensions.DependencyInjection.ServiceLookup.ServiceIdentifier>  [System.Private.CoreLib.dll]
             24         1  []c<System.Boolean>  [System.Private.CoreLib.dll]
             24         1  System.Collections.Generic.GenericEqualityComparer<System.Int32>  [System.Private.CoreLib.dll]
             24         1  System.Collections.Generic.GenericEqualityComparer<System.UInt16>  [System.Private.CoreLib.dll]
             24         1  System.Collections.Generic.GenericComparer<System.IO.Packaging.PackUriHelper+ValidatedPartUri>  [System.Private.CoreLib.dll]
             24         1  System.Collections.Generic.GenericComparer<System.Int32>  [System.Private.CoreLib.dll]
             24         1  System.Collections.Generic.EnumEqualityComparer<MS.Utility.DpiAwarenessContextValue>  [System.Private.CoreLib.dll]
